Ticker,Company Name,Weighted Sharpe,Weighted Sortino,1-Year ROC %,Weighted ROC %,Sharpe + ROC Blend,Sortino + ROC Blend,Master Blend,1-Year Max Drawdown %,Last Close,200-Day MA,Trend Check,Alpha (1Y),Beta (1Y),Dist. from 52W High %,Avg Turnover (Cr),14-Day RSI
REPL,Rudrabhishek Enterprises Limited,-1.35,-1.37,-60.44,-27.95,-2.07,-2.08,-1.84,-61.23,61.0,83.4,Fail (Down),-73.44,1.53,-60.65,0.03,40.63
REPRO,Repro India Limited,-1.13,-1.19,-30.99,-20.04,-1.57,-1.6,-1.44,-46.93,309.5,386.25,Fail (Down),-21.81,0.95,-46.34,0.73,46.57
RESPONIND,Responsive Industries Limited,0.21,0.24,-13.34,-2.27,-0.01,0.0,0.07,-42.63,173.27,176.08,Fail (Down),8.04,1.62,-21.69,34.22,48.5
RETAIL,JHS Svendgaard Retail Ventures Limited,-0.32,-0.34,-52.24,-17.82,-1.05,-1.06,-0.82,-60.39,17.14,21.05,Fail (Down),-48.92,1.25,-57.89,0.01,43.96
RGL,Renaissance Global Limited,1.72,2.06,34.3,39.64,2.84,3.01,2.58,-40.89,155.49,115.66,Pass (Up),57.39,1.9,-0.63,21.71,52.85
RHETAN,Rhetan TMT Limited,-0.07,-0.04,12.78,-6.68,-0.37,-0.36,-0.26,-43.39,24.01,26.29,Fail (Down),30.8,0.35,-28.88,30.44,51.08
RHFL,Reliance Home Finance Limited,-2.04,-1.9,-59.52,-28.82,-2.46,-2.39,-2.27,-63.64,1.87,2.35,Fail (Down),-83.16,0.32,-60.47,0.11,38.96
RHIM,RHI MAGNESITA INDIA LIMITED,0.05,0.05,-20.64,-5.08,-0.23,-0.23,-0.13,-32.1,375.8,405.49,Fail (Down),-7.9,1.39,-23.12,70.66,47.33
RHL,Robust Hotels Limited,-0.63,-0.67,-32.54,-12.33,-0.93,-0.95,-0.84,-38.29,166.85,183.43,Fail (Down),-27.51,0.88,-36.92,0.17,45.24
RICOAUTO,Rico Auto Industries Limited,0.69,0.72,33.22,11.88,0.94,0.96,0.87,-27.21,134.17,124.32,Pass (Up),56.79,1.95,-13.52,32.28,52.21
RIIL,Reliance Industrial Infrastructure Limited,-1.12,-1.22,-22.98,-8.7,-1.0,-1.04,-1.07,-33.13,710.75,759.3,Fail (Down),-11.29,1.59,-23.53,7.26,46.0
RISHABH,Rishabh Instruments Limited,3.02,4.37,93.52,84.42,5.73,6.4,5.28,-28.93,829.6,502.02,Pass (Up),88.18,1.45,0.0,20.45,57.2
RITCO,Ritco Logistics Limited,1.52,2.02,9.9,23.6,1.94,2.19,1.97,-37.76,300.7,255.03,Pass (Up),25.2,1.24,-6.82,3.9,51.23
RITES,RITES Limited,0.2,0.29,-18.16,-0.94,0.05,0.1,0.13,-34.58,209.15,215.62,Fail (Down),-7.82,1.34,-21.62,91.87,47.02
RKDL,Ravi Kumar Distilleries Limited,-0.19,-0.21,-38.34,-11.67,-0.68,-0.69,-0.52,-43.22,18.06,20.39,Fail (Down),-34.94,1.11,-39.07,0.02,43.64
RKEC,RKEC Projects Limited,-1.7,-1.87,-72.44,-43.57,-3.03,-3.11,-2.64,-75.98,19.33,36.79,Fail (Down),-99.54,1.59,-75.78,0.12,41.62
RKFORGE,Ramkrishna Forgings Limited,1.75,2.25,22.15,27.09,2.23,2.48,2.24,-20.66,711.2,575.76,Pass (Up),34.12,1.24,-5.8,88.61,52.81
RKSWAMY,R K Swamy Limited,-0.34,-0.38,-39.01,-8.78,-0.61,-0.63,-0.53,-56.29,92.94,98.49,Fail (Down),-35.15,1.24,-39.99,0.63,43.81
RMDRIP,R M Drip and Sprinklers Systems Limited,0.54,0.78,-46.15,-7.16,-0.09,0.03,0.2,-78.31,23.55,31.83,Fail (Down),-44.65,0.63,-67.02,1.81,44.38
RML,Rane (Madras) Limited,2.38,3.01,64.04,63.95,4.39,4.7,3.93,-28.65,1360.0,902.43,Pass (Up),66.33,1.15,-3.47,15.78,56.24
RNBDENIMS,R&B Denims Limited,-2.84,-2.8,-74.69,-49.9,-3.92,-3.89,-3.54,-88.36,9.46,25.62,Fail (Down),-121.95,0.53,-85.75,0.3,43.2
ROHLTD,Royal Orchid Hotels Limited,-0.68,-0.76,-38.59,-13.12,-0.99,-1.03,-0.92,-50.29,306.3,342.12,Fail (Down),-36.36,1.3,-43.41,0.75,43.33
ROLEXRINGS,Rolex Rings Limited,1.59,2.07,23.57,32.31,2.41,2.65,2.3,-28.29,171.37,139.09,Pass (Up),38.21,1.25,-7.78,55.31,52.57
ROLLT,Rollatainers Limited,3.54,3.7,320.35,192.3,11.39,11.47,8.83,-43.98,4.75,2.01,Pass (Up),173.5,0.76,-1.04,0.18,61.56
ROML,Raj Oil Mills Limited,-0.54,-0.61,-11.34,-7.15,-0.63,-0.66,-0.62,-40.5,42.69,45.44,Fail (Down),2.27,0.94,-30.06,0.02,48.64
ROSSARI,Rossari Biotech Limited,-0.86,-0.95,-29.78,-12.89,-1.07,-1.12,-1.03,-43.92,446.15,513.85,Fail (Down),-23.56,1.2,-33.84,5.11,45.47
ROSSELLIND,Rossell India Limited,0.53,0.58,-13.64,5.16,0.52,0.55,0.54,-37.88,55.06,52.21,Pass (Up),-4.14,0.79,-16.33,0.49,48.0
ROSSTECH,Rossell Techsys Limited,1.8,1.98,72.91,56.07,3.7,3.79,3.13,-27.73,1214.3,864.16,Pass (Up),85.08,1.81,-0.3,27.51,54.66
ROTO,Roto Pumps Limited,0.22,0.27,-23.49,2.89,0.26,0.28,0.26,-42.79,64.29,62.32,Pass (Up),-10.67,1.34,-23.49,26.32,46.78
ROUTE,ROUTE MOBILE LIMITED,-0.36,-0.4,-41.12,-10.03,-0.68,-0.7,-0.59,-52.07,493.55,547.54,Fail (Down),-41.07,1.17,-42.43,45.61,42.99
RPEL,Raghav Productivity Enhancers Limited,3.33,4.08,172.62,112.4,7.29,7.66,6.22,-46.31,1845.2,1005.41,Pass (Up),124.01,1.51,-2.12,14.11,60.44
RPGLIFE,RPG Life Sciences Limited,1.42,2.39,14.07,26.14,2.02,2.5,2.14,-29.18,2698.6,2269.37,Pass (Up),24.7,0.78,-10.56,6.76,51.89
RPOWER,Reliance Power Limited,-1.39,-1.71,-53.49,-21.82,-1.78,-1.94,-1.76,-58.3,21.58,27.31,Fail (Down),-57.35,1.67,-55.81,70.12,42.5
RPPINFRA,R.P.P. Infra Projects Limited,-0.54,-0.61,-59.34,-19.8,-1.26,-1.29,-1.04,-63.83,60.34,75.46,Fail (Down),-70.89,1.7,-59.34,1.04,39.85
RPPL,Rajshree Polypack Limited,0.89,0.99,-3.36,15.59,1.22,1.27,1.14,-37.03,20.74,18.65,Pass (Up),11.1,0.74,-20.57,0.32,49.65
RPSGVENT,RPSG VENTURES LIMITED,0.17,0.42,-4.14,11.14,0.64,0.77,0.57,-37.1,831.8,823.97,Pass (Up),11.9,0.95,-25.5,2.51,49.5
RPTECH,Rashi Peripherals Limited,2.7,3.01,171.81,93.38,6.02,6.17,5.01,-15.99,819.65,532.03,Pass (Up),117.93,1.04,-9.01,90.7,59.98
RRKABEL,R R Kabel Limited,1.83,1.96,96.25,52.47,3.54,3.6,3.01,-17.37,2424.4,1871.11,Pass (Up),81.93,0.96,-17.21,168.55,57.69
RSSOFTWARE,R. S. Software (India) Limited,-0.35,-0.38,-58.03,-16.55,-1.0,-1.02,-0.8,-72.83,29.63,36.83,Fail (Down),-66.86,1.23,-63.28,0.08,42.92
RSWM,RSWM Limited,1.3,1.55,36.66,33.09,2.31,2.43,2.05,-26.99,218.23,170.0,Pass (Up),46.63,1.22,-7.24,1.24,53.9
RSYSTEMS,R Systems International Limited,-0.74,-0.79,-46.23,-18.86,-1.31,-1.34,-1.14,-50.75,240.36,295.48,Fail (Down),-46.52,1.36,-46.23,11.15,43.06
RTNINDIA,RattanIndia Enterprises Limited,-1.49,-1.45,-52.53,-19.15,-1.7,-1.68,-1.62,-57.43,27.68,34.05,Fail (Down),-55.04,1.99,-52.53,4.54,41.11
RTNPOWER,RattanIndia Power Limited,-2.39,-2.2,-41.66,-21.77,-2.28,-2.19,-2.25,-42.22,7.17,8.89,Fail (Down),-41.88,1.31,-42.22,12.16,42.43
RUBFILA,Rubfila International Limited,-0.07,-0.05,-16.33,-2.83,-0.17,-0.17,-0.13,-31.69,68.51,71.06,Fail (Down),-8.66,0.75,-19.27,0.23,47.5
RUBICON,Rubicon Research Limited,3.19,4.22,192.45,112.67,7.23,7.74,6.22,-17.1,1835.4,1056.02,Pass (Up),134.8,0.33,-1.35,52.66,62.75
RUBYMILLS,The Ruby Mills Limited,2.71,3.84,100.91,88.7,5.79,6.35,5.14,-31.75,455.1,272.86,Pass (Up),90.15,0.94,-4.16,0.75,58.26
RUCHINFRA,Ruchi Infrastructure Limited,-0.57,-0.69,-25.7,-9.98,-0.79,-0.84,-0.75,-47.92,5.55,6.06,Fail (Down),-13.53,1.09,-30.01,0.04,46.36
RUCHIRA,Ruchira Papers Limited,0.04,0.05,-25.95,-3.18,-0.14,-0.14,-0.08,-41.83,108.83,112.47,Fail (Down),-19.66,0.95,-34.05,0.48,45.44
RUPA,Rupa & Company Limited,-0.44,-0.49,-31.81,-5.58,-0.5,-0.53,-0.5,-47.17,137.48,148.76,Fail (Down),-27.1,1.07,-32.95,3.51,44.4
RUSHIL,Rushil Decor Limited,-0.46,-0.56,-44.91,-13.55,-0.91,-0.96,-0.79,-61.32,15.91,17.91,Fail (Down),-42.65,1.2,-51.88,1.26,43.45
RUSTOMJEE,Keystone Realtors Limited,-1.36,-1.62,-43.18,-20.72,-1.71,-1.85,-1.68,-44.79,344.95,431.53,Fail (Down),-48.08,0.79,-44.79,13.02,42.19
RVHL,Ravinder Heights Limited,-0.77,-0.67,-24.23,-11.71,-0.97,-0.92,-0.87,-53.67,39.46,44.26,Fail (Down),-6.83,1.35,-37.78,0.08,47.66
RVNL,Rail Vikas Nigam Limited,-2.06,-2.21,-38.48,-23.8,-2.22,-2.29,-2.22,-46.85,204.9,275.3,Fail (Down),-36.06,1.49,-46.85,105.0,44.07
RVTH,Revathi Equipment India Limited,0.76,0.94,-11.87,12.71,1.01,1.11,0.99,-58.28,740.95,681.58,Pass (Up),1.09,0.49,-40.33,0.08,48.74
S&SPOWER,S&S Power Switchgears Limited,0.19,0.23,-19.5,5.62,0.37,0.39,0.32,-54.71,350.35,328.24,Pass (Up),-5.31,0.31,-22.29,0.13,48.08
SAATVIKGL,Saatvik Green Energy Limited,-0.48,-0.47,-10.15,-2.55,-0.37,-0.36,-0.4,-39.52,395.95,420.27,Fail (Down),2.34,0.96,-28.23,5.7,48.89
SADBHAV,Sadbhav Engineering Limited,-0.61,-0.71,-43.87,-19.59,-1.29,-1.33,-1.09,-57.01,7.87,8.98,Fail (Down),-38.21,1.06,-44.54,0.22,45.27
SADBHIN,Sadbhav Infrastructure Project Limited,-1.03,-1.11,-42.99,-21.09,-1.57,-1.61,-1.42,-51.58,2.52,3.04,Fail (Down),-43.21,0.76,-42.99,0.04,44.58
SADHNANIQ,Sadhana Nitrochem Limited,1.48,2.12,-73.87,7.87,1.13,1.45,1.46,-88.0,2.84,3.47,Fail (Down),-60.95,0.57,-74.37,0.63,38.89
SAFARI,Safari Industries (India) Limited,-0.73,-0.83,-30.0,-13.23,-1.03,-1.08,-0.96,-45.13,1544.7,1739.98,Fail (Down),-25.81,0.82,-37.95,6.72,45.49
SAGARDEEP,Sagardeep Alloys Limited,-0.29,-0.29,-12.12,-4.22,-0.35,-0.36,-0.33,-27.59,23.79,24.73,Fail (Down),-2.06,0.89,-21.77,0.02,48.38
SAGCEM,Sagar Cements Limited,-1.77,-1.81,-48.07,-22.7,-2.02,-2.04,-1.95,-48.07,146.25,184.23,Fail (Down),-55.37,1.13,-48.07,0.91,41.03
SAGILITY,SAGILITY LIMITED,1.06,1.25,1.45,10.21,1.04,1.14,1.11,-33.33,45.2,44.22,Pass (Up),13.7,1.03,-16.91,105.05,50.18
SAHYADRI,Sahyadri Industries Limited,2.55,3.01,41.29,55.71,4.06,4.29,3.71,-27.25,390.9,273.33,Pass (Up),49.43,1.11,-0.32,0.67,54.52
SAIL,Steel Authority of India Limited,0.7,0.81,35.79,17.71,1.24,1.29,1.09,-21.91,179.0,165.9,Pass (Up),43.07,0.94,-13.13,339.97,53.69
SAILIFE,Sai Life Sciences Limited,3.16,3.78,82.45,54.43,4.3,4.61,4.13,-18.55,1585.0,1102.08,Pass (Up),71.8,0.78,-5.4,85.95,58.26
SAKAR,Sakar Healthcare Limited,2.64,3.7,239.45,112.2,6.93,7.46,5.85,-18.84,1158.55,645.17,Pass (Up),144.06,0.68,0.0,15.21,60.76
SAKHTISUG,Sakthi Sugars Limited,0.89,1.14,-11.0,13.7,1.13,1.26,1.13,-39.24,19.9,17.74,Pass (Up),0.34,0.83,-12.57,0.47,48.4
SAKSOFT,Saksoft Limited,0.27,0.41,-30.46,-0.24,0.12,0.19,0.22,-50.22,146.49,159.63,Fail (Down),-16.35,1.51,-33.3,117.1,46.32
SAKUMA,Sakuma Exports Limited,-0.89,-1.08,-39.62,-17.34,-1.31,-1.41,-1.23,-62.63,1.57,1.86,Fail (Down),-29.01,1.39,-47.14,0.14,44.5
SALASAR,Salasar Techno Engineering Limited,-2.46,-2.25,-44.14,-33.09,-2.89,-2.78,-2.67,-53.38,5.05,7.24,Fail (Down),-39.8,1.71,-53.2,3.81,44.33
SALONA,Salona Cotspin Limited,0.03,0.03,8.07,-2.48,-0.11,-0.11,-0.06,-25.34,260.05,264.11,Fail (Down),16.94,0.41,-14.49,0.04,50.9
SALSTEEL,S.A.L. Steel Limited,2.12,2.78,147.55,71.37,4.63,4.96,4.01,-28.33,74.81,52.17,Pass (Up),108.17,0.5,-9.24,2.63,57.37
SALZERELEC,Salzer Electronics Limited,-1.09,-1.07,-33.41,-14.62,-1.28,-1.27,-1.21,-46.44,550.55,620.63,Fail (Down),-22.6,1.42,-39.68,2.8,45.78
SAMBHAAV,Sambhaav Media Limited,-0.77,-0.86,-9.7,-14.09,-1.09,-1.13,-1.01,-52.72,5.96,7.19,Fail (Down),10.09,1.2,-45.92,0.02,49.18
SAMBHV,Sambhv Steel Tubes Limited,1.86,2.44,8.71,32.61,2.56,2.85,2.52,-34.72,131.08,107.47,Pass (Up),26.0,1.37,-1.83,18.8,50.98
SAMHI,Samhi Hotels Limited,-0.22,-0.21,-26.2,-6.24,-0.42,-0.42,-0.35,-40.39,157.07,166.68,Fail (Down),-17.87,1.23,-26.94,19.54,46.19
SAMMAANCAP,Sammaan Capital Limited,-0.76,-0.69,7.57,-4.08,-0.59,-0.55,-0.62,-31.55,147.3,153.37,Fail (Down),21.61,1.07,-22.45,153.91,50.74
SAMPANN,Sampann Utpadan India Limited,-0.85,-0.84,-13.2,-16.83,-1.27,-1.26,-1.13,-43.92,24.46,29.11,Fail (Down),3.43,0.86,-42.82,0.1,48.94
SANATHAN,Sanathan Textiles Limited,1.12,1.34,-8.36,12.4,1.18,1.29,1.23,-31.45,472.1,435.59,Pass (Up),-0.4,0.52,-11.55,3.06,48.73
SANDESH,The Sandesh Limited,0.43,0.76,-16.26,2.22,0.33,0.49,0.47,-32.48,1014.6,1009.58,Pass (Up),-8.41,0.83,-16.26,0.33,46.92
SANDHAR,Sandhar Technologies Limited,0.09,0.19,35.5,11.08,0.6,0.65,0.46,-25.32,618.6,571.39,Pass (Up),47.98,1.33,-15.26,16.95,52.93
SANDUMA,Sandur Manganese & Iron Ores Limited,-0.59,-0.61,24.24,-2.97,-0.45,-0.45,-0.5,-35.18,190.35,210.16,Fail (Down),45.68,1.75,-27.91,14.36,51.58
SANGAMIND,Sangam (India) Limited,1.42,1.98,44.26,26.04,2.01,2.29,2.0,-16.72,574.4,502.99,Pass (Up),48.53,0.92,-9.82,6.93,54.94
SANGHVIMOV,Sanghvi Movers Limited,1.16,1.46,19.52,36.68,2.41,2.56,2.1,-44.37,426.5,352.52,Pass (Up),39.41,1.48,-18.1,20.12,51.68
SANGINITA,Sanginita Chemicals Limited,6.42,5.78,573.54,303.42,18.38,18.06,14.18,-27.46,65.67,28.67,Pass (Up),208.87,0.35,-1.53,1.62,68.42
SANOFI,Sanofi India Limited,-1.55,-1.44,-37.54,-14.53,-1.5,-1.44,-1.48,-37.54,3079.2,3571.23,Fail (Down),-42.83,0.57,-37.54,7.44,38.89
SANOFICONR,Sanofi Consumer Healthcare India Limited,-1.47,-1.44,-20.84,-11.3,-1.3,-1.29,-1.35,-24.43,4023.4,4425.84,Fail (Down),-16.16,0.51,-22.81,4.33,46.29
SANSERA,Sansera Engineering Limited,3.42,4.47,192.32,100.09,6.71,7.24,5.97,-17.0,4129.9,2584.92,Pass (Up),125.74,1.34,-0.15,90.69,61.99
SANSTAR,Sanstar Limited,0.59,0.6,23.88,15.61,1.07,1.08,0.92,-25.74,110.53,99.22,Pass (Up),34.67,0.86,-13.26,9.27,52.46
SANWARIA,Sanwaria Consumer Limited,-0.88,-0.52,-47.22,-20.78,-1.48,-1.3,-1.16,-50.0,0.19,0.23,Fail (Down),-55.98,0.21,-47.22,0.01,40.86
SAPPHIRE,Sapphire Foods India Limited,1.45,1.94,-31.9,17.28,1.59,1.83,1.71,-54.62,225.74,200.98,Pass (Up),-22.12,1.27,-31.9,40.29,45.01
SARDAEN,Sarda Energy & Minerals Limited,0.12,0.15,-9.97,0.6,0.09,0.11,0.11,-26.15,524.15,518.74,Pass (Up),-1.14,0.74,-15.97,39.33,48.64
SAREGAMA,Saregama India Limited,1.26,1.46,2.9,25.59,1.91,2.01,1.76,-36.67,505.5,403.7,Pass (Up),16.39,0.88,-9.29,35.26,50.38
SARLAPOLY,Sarla Performance Fibers Limited,0.91,0.95,4.43,16.17,1.27,1.28,1.16,-34.17,100.22,90.22,Pass (Up),18.92,1.29,-4.56,0.74,50.56
SARVESHWAR,Sarveshwar Foods Limited,0.66,1.14,-44.77,3.98,0.53,0.77,0.73,-69.13,4.01,3.8,Pass (Up),-39.72,1.55,-50.68,0.57,41.81
SASKEN,Sasken Technologies Limited,0.45,0.63,21.35,28.26,1.64,1.73,1.3,-36.2,1783.6,1584.35,Pass (Up),39.55,0.96,-32.16,7.52,51.69
SATIA,Satia Industries Limited,1.04,1.62,-18.34,10.09,1.02,1.31,1.22,-39.59,68.01,62.28,Pass (Up),-8.73,0.93,-19.69,0.75,46.95
SATIN,Satin Creditcare Network Limited,0.91,1.06,47.81,27.99,1.85,1.93,1.59,-20.08,216.68,189.89,Pass (Up),49.58,0.73,-19.41,11.95,54.87
SAURASHCEM,Saurashtra Cement Limited,-0.46,-0.55,-52.32,-16.57,-1.06,-1.1,-0.89,-58.02,54.76,65.06,Fail (Down),-57.44,1.59,-52.32,1.87,40.35
SBC,SBC Exports Limited,3.1,3.72,126.79,54.86,4.29,4.61,4.1,-12.57,48.33,34.8,Pass (Up),89.19,0.33,-0.72,42.42,65.67
SBCL,Shivalik Bimetal Controls Limited,2.67,4.42,112.96,108.6,6.76,7.64,5.98,-33.26,1087.0,618.15,Pass (Up),99.1,1.3,-5.96,61.91,58.43
SBFC,SBFC Finance Limited,0.51,0.64,-7.61,2.4,0.37,0.44,0.46,-31.69,98.19,95.19,Pass (Up),1.66,0.91,-17.14,17.82,48.76
SBGLP,Suratwwala Business Group Limited,-1.34,-1.31,-38.47,-21.64,-1.75,-1.74,-1.61,-53.05,21.56,27.93,Fail (Down),-33.94,0.92,-45.11,0.08,45.19
SBICARD,SBI Cards and Payment Services Limited,0.1,0.11,-22.99,-7.2,-0.31,-0.3,-0.17,-39.2,655.2,703.87,Fail (Down),-16.69,1.19,-29.9,133.58,45.6
SBILIFE,SBI Life Insurance Company Limited,-0.87,-0.9,-7.01,-10.0,-0.94,-0.95,-0.92,-20.06,1684.7,1897.32,Fail (Down),-0.32,0.85,-20.03,164.61,48.55
SBIN,State Bank of India,0.0,0.01,23.07,0.66,0.04,0.04,0.03,-22.11,995.7,1030.49,Fail (Down),30.23,1.07,-17.44,1005.07,53.58
SCHAEFFLER,Schaeffler India Limited,-0.04,-0.05,0.33,-0.11,-0.03,-0.03,-0.04,-16.87,3950.5,3982.63,Fail (Down),9.68,0.97,-9.29,27.49,50.05
SCHAND,S Chand And Company Limited,-0.92,-0.91,-27.63,-10.38,-0.98,-0.97,-0.95,-32.58,137.72,151.59,Fail (Down),-22.93,0.98,-27.63,0.43,45.26
SCHNEIDER,Schneider Electric Infrastructure Limited,0.97,1.04,40.32,31.74,2.07,2.11,1.73,-36.55,1227.0,1047.45,Pass (Up),52.0,0.99,-18.25,58.89,52.89
SCI,Shipping Corporation Of India Limited,0.12,0.22,35.83,11.31,0.63,0.67,0.49,-25.59,280.6,266.88,Pass (Up),48.95,1.27,-18.32,89.86,52.84
SCILAL,Shipping Corporation of India Land and Assets Limited,-2.1,-2.0,-24.84,-14.45,-1.77,-1.72,-1.85,-33.22,38.14,43.57,Fail (Down),-17.24,1.15,-26.95,0.84,45.54
SCODATUBES,Scoda Tubes Limited,0.01,0.02,-27.77,-6.57,-0.32,-0.32,-0.21,-35.26,129.82,141.59,Fail (Down),-11.64,1.76,-27.97,3.46,46.61
SCPL,Sheetal Cool Products Limited,2.25,3.01,158.99,95.66,5.91,6.29,4.94,-28.41,646.8,411.81,Pass (Up),115.97,0.56,-5.27,4.09,58.61
SDBL,Som Distilleries & Breweries Limited,-0.4,-0.47,-47.98,-19.86,-1.19,-1.23,-0.95,-55.77,70.07,83.51,Fail (Down),-43.93,1.62,-50.27,12.05,43.36
SEAMECLTD,Seamec Limited,1.7,1.49,92.35,40.7,2.89,2.78,2.42,-19.57,1788.4,1381.43,Pass (Up),75.59,0.34,-0.29,14.71,58.01
SECMARK,SecMark Consultancy Limited,0.85,1.09,8.68,20.62,1.45,1.58,1.33,-29.1,141.31,120.7,Pass (Up),31.01,0.48,-13.45,0.07,50.69
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,-1.32,-1.46,-34.56,-24.51,-1.89,-1.96,-1.74,-46.88,16.51,21.36,Fail (Down),-19.85,1.12,-46.88,0.03,46.55
SEJALLTD,Sejal Glass Limited,0.05,0.08,4.81,-2.35,-0.09,-0.08,-0.03,-59.38,646.3,714.29,Fail (Down),23.7,0.84,-34.54,0.56,50.3
SELMC,SEL Manufacturing Company Limited,-0.14,-0.15,-5.65,-4.15,-0.28,-0.28,-0.24,-38.17,29.25,29.79,Fail (Down),5.41,0.51,-32.54,0.04,49.41
SEMAC,Semac Construction Limited,-0.58,-0.5,-48.33,-5.27,-0.56,-0.51,-0.54,-60.86,273.05,295.1,Fail (Down),-50.21,0.43,-49.06,0.02,43.99
SENCO,Senco Gold Limited,0.45,0.49,-7.83,7.45,0.6,0.62,0.56,-26.02,346.4,333.27,Pass (Up),7.14,1.19,-17.02,66.14,49.03
SENORES,Senores Pharmaceuticals Limited,2.44,2.99,107.13,63.41,4.39,4.66,3.92,-17.92,1467.3,1036.13,Pass (Up),88.04,0.93,-5.39,38.02,58.27
SEPC,SEPC Limited,-1.8,-1.79,-55.79,-24.54,-2.13,-2.12,-2.02,-64.56,5.27,7.41,Fail (Down),-53.9,2.4,-59.83,14.58,43.05
SERVOTECH,Servotech Renewable Power System Limited,-1.15,-1.13,-42.87,-12.01,-1.17,-1.16,-1.16,-56.5,77.28,84.49,Fail (Down),-34.3,1.53,-42.87,7.07,43.89
SESHAPAPER,Seshasayee Paper and Boards Limited,0.96,1.09,-5.98,6.63,0.81,0.88,0.9,-22.77,251.14,240.1,Pass (Up),3.14,0.84,-9.31,3.1,49.07
SETCO,Setco Automotive Limited,1.02,1.18,99.43,48.27,2.92,3.0,2.34,-39.24,16.74,12.89,Pass (Up),82.06,0.31,-13.17,0.16,56.55
SETL,Standard Engineering Technology Limited,5.05,6.24,149.51,215.02,13.27,13.87,10.93,-46.41,468.15,186.36,Pass (Up),114.81,1.44,0.0,39.95,62.21
SETUINFRA,Setubandhan Infrastructure Limited,2.42,2.37,-14.29,46.84,3.55,3.53,3.16,-50.65,0.66,0.47,Pass (Up),-2.53,0.19,-14.29,0.0,48.15
SEYAIND,Seya Industries Limited,0.37,0.42,-28.36,1.44,0.26,0.28,0.31,-63.69,12.68,14.18,Fail (Down),-25.95,0.12,-47.14,0.01,46.35
SFL,Sheela Foam Limited,0.57,0.64,-6.63,12.58,0.91,0.95,0.82,-37.3,691.55,613.51,Pass (Up),6.2,1.04,-14.51,20.62,49.04
SGFIN,SG Finserve Limited,1.92,2.54,70.54,49.31,3.43,3.74,3.13,-24.25,660.75,518.1,Pass (Up),68.48,0.88,-6.92,31.97,55.94
SGIL,Synergy Green Industries Limited,0.73,0.64,0.93,8.58,0.79,0.75,0.74,-21.83,592.2,544.85,Pass (Up),11.83,0.53,-4.16,0.68,50.13
SGL,STL Global Limited,-0.65,-0.73,-27.87,-16.12,-1.13,-1.17,-1.0,-52.84,9.73,11.28,Fail (Down),-14.22,1.19,-46.27,0.01,46.9
SGMART,SG Mart Limited,2.51,3.48,109.7,68.97,4.7,5.19,4.3,-17.31,750.95,536.05,Pass (Up),87.73,0.57,-10.85,38.7,58.6
SHAH,Shah Metacorp Limited,-0.49,-0.53,-4.62,-21.65,-1.33,-1.35,-1.06,-45.33,3.51,4.67,Fail (Down),18.92,0.61,-39.27,3.51,49.67
SHAHALLOYS,Shah Alloys Limited,1.82,2.74,26.13,40.67,2.95,3.4,2.88,-29.24,92.62,70.02,Pass (Up),40.62,0.86,-18.04,0.86,52.29
SHAILY,Shaily Engineering Plastics Limited,1.55,2.06,43.91,38.17,2.68,2.94,2.48,-33.73,3279.5,2554.65,Pass (Up),53.04,0.5,-5.08,72.98,53.81
SHAKTIPUMP,Shakti Pumps (India) Limited,-0.63,-0.76,-38.77,-12.33,-0.93,-1.0,-0.87,-48.08,493.8,566.03,Fail (Down),-31.57,1.33,-44.15,63.75,44.61
SHALBY,Shalby Limited,-1.61,-1.48,-37.21,-14.8,-1.54,-1.48,-1.52,-52.48,144.78,167.28,Fail (Down),-33.66,1.42,-45.74,1.07,44.14
SHALPAINTS,Shalimar Paints Limited,1.9,3.35,16.28,56.41,3.77,4.49,3.63,-58.14,85.73,60.1,Pass (Up),43.55,1.81,-6.25,3.92,51.53
SHANKARA,Shankara Building Products Limited,3.1,4.38,-85.42,21.14,2.6,3.25,3.2,-90.19,148.29,120.45,Pass (Up),-116.32,0.67,-85.44,2.39,20.32
SHANTI,Shanti Overseas (India) Limited,-0.2,-0.23,-34.87,-11.24,-0.66,-0.68,-0.52,-56.32,6.2,7.16,Fail (Down),-31.78,0.53,-47.41,0.02,45.43
SHANTIGEAR,Shanthi Gears Limited,2.21,5.38,28.98,54.81,3.85,5.43,4.36,-30.54,714.95,455.91,Pass (Up),36.19,0.38,-1.45,20.56,55.47
SHANTIGOLD,Shanti Gold International Limited,1.3,1.44,14.97,26.78,1.99,2.06,1.81,-36.23,258.17,212.06,Pass (Up),31.95,1.25,-4.64,41.17,51.55
SHARDACROP,Sharda Cropchem Limited,-1.35,-1.39,-12.96,-16.72,-1.51,-1.53,-1.47,-38.75,765.55,926.84,Fail (Down),4.69,1.13,-38.37,14.0,48.82
SHARDAMOTR,Sharda Motor Industries Limited,1.16,1.03,-9.89,11.43,1.15,1.08,1.11,-39.71,943.75,875.89,Pass (Up),3.74,1.41,-19.64,5.68,48.65
SHAREINDIA,Share India Securities Limited,1.99,3.82,37.94,43.82,3.19,4.1,3.4,-42.83,198.93,151.39,Pass (Up),53.88,1.42,-2.55,85.13,53.44
SHEKHAWATI,Shekhawati Industries Limited,1.23,1.97,-21.29,25.28,1.88,2.25,1.91,-62.01,19.37,15.24,Pass (Up),-1.69,0.36,-21.29,0.09,47.68
